,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,p-1-num1,p-1-num2,p-1-num3,p-1-num4,p-1-num5,p-1-num6,p-1-num7,p-1-sup1,p-1-sup2,p-2-num1,p-2-num2,p-2-num3,p-2-num4,p-2-num5,p-2-num6,p-2-num7,p-2-sup1,p-2-sup2,p-3-num1,p-3-num2,p-3-num3,p-3-num4,p-3-num5,p-3-num6,p-3-num7,p-3-sup1,p-3-sup2,p-4-num1,p-4-num2,p-4-num3,p-4-num4,p-4-num5,p-4-num6,p-4-num7,p-4-sup1,p-4-sup2,p-5-num1,p-5-num2,p-5-num3,p-5-num4,p-5-num5,p-5-num6,p-5-num7,p-5-sup1,p-5-sup2,p-6-num1,p-6-num2,p-6-num3,p-6-num4,p-6-num5,p-6-num6,p-6-num7,p-6-sup1,p-6-sup2,p-7-num1,p-7-num2,p-7-num3,p-7-num4,p-7-num5,p-7-num6,p-7-num7,p-7-sup1,p-7-sup2,p-8-num1,p-8-num2,p-8-num3,p-8-num4,p-8-num5,p-8-num6,p-8-num7,p-8-sup1,p-8-sup2,p-9-num1,p-9-num2,p-9-num3,p-9-num4,p-9-num5,p-9-num6,p-9-num7,p-9-sup1,p-9-sup2,p-10-num1,p-10-num2,p-10-num3,p-10-num4,p-10-num5,p-10-num6,p-10-num7,p-10-sup1,p-10-sup2,p-1,p-2,p-3,p-4,p-5,p-6,p-7,p-8,p-9,p-10,current,random
20,629,20060307,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,22,23,3,20,37,8,41,21,28,27,16,28,44,25,37,23,19,22,41,26,36,4,2,38,11,19,20,12,44,1,40,29,6,22,34,4,35,12,17,2,40,31,39,33,13,"[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[22, 23, 3, 20, 37, 8, 41]","[27, 16, 28, 44, 25, 37, 23]","[41, 26, 36, 4, 2, 38, 11]","[12, 44, 1, 40, 29, 6, 22]","[35, 12, 17, 2, 40, 31, 39]","[43, 9, 1, 8, 45, 20, 7]","[35, 5, 38, 9, 12, 45, 25]"
21,630,20060314,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,22,23,3,20,37,8,41,21,28,27,16,28,44,25,37,23,19,22,41,26,36,4,2,38,11,19,20,12,44,1,40,29,6,22,34,4,"[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[22, 23, 3, 20, 37, 8, 41]","[27, 16, 28, 44, 25, 37, 23]","[41, 26, 36, 4, 2, 38, 11]","[12, 44, 1, 40, 29, 6, 22]","[45, 14, 4, 33, 19, 20, 3]","[34, 40, 13, 45, 26, 27, 30]"
22,631,20060321,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,22,23,3,20,37,8,41,21,28,27,16,28,44,25,37,23,19,22,41,26,36,4,2,38,11,19,20,"[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[22, 23, 3, 20, 37, 8, 41]","[27, 16, 28, 44, 25, 37, 23]","[41, 26, 36, 4, 2, 38, 11]","[22, 23, 27, 13, 39, 21, 32]","[32, 33, 5, 9, 17, 18, 26]"
23,632,20060328,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,22,23,3,20,37,8,41,21,28,27,16,28,44,25,37,23,19,22,"[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[22, 23, 3, 20, 37, 8, 41]","[27, 16, 28, 44, 25, 37, 23]","[25, 15, 4, 6, 20, 28, 23]","[2, 6, 42, 43, 16, 21, 23]"
24,633,20060404,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,22,23,3,20,37,8,41,21,28,"[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[22, 23, 3, 20, 37, 8, 41]","[20, 38, 27, 32, 19, 45, 22]","[41, 12, 14, 15, 19, 27, 28]"
25,634,20060411,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,20,14,17,8,3,21,2,38,7,"[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[20, 14, 17, 8, 3, 21, 2]","[1, 10, 6, 19, 9, 29, 8]","[3, 37, 10, 43, 22, 26, 28]"
26,635,20060418,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,5,32,26,4,30,23,28,11,21,"[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[5, 32, 26, 4, 30, 23, 28]","[4, 25, 10, 16, 19, 22, 8]","[36, 5, 37, 43, 16, 27, 28]"
27,636,20060425,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,13,5,1,21,11,3,35,37,44,"[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[13, 5, 1, 21, 11, 3, 35]","[1, 9, 33, 2, 24, 26, 5]","[33, 37, 39, 45, 18, 29, 30]"
28,637,20060502,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,17,33,6,41,27,45,25,1,9,"[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[17, 33, 6, 41, 27, 45, 25]","[44, 30, 13, 41, 25, 31, 24]","[35, 42, 17, 22, 25, 26, 27]"
29,638,20060509,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,21,25,34,2,18,3,5,17,32,"[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[21, 25, 34, 2, 18, 3, 5]","[44, 35, 37, 26, 12, 39, 4]","[6, 38, 41, 17, 19, 20, 24]"
30,639,20060516,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,43,9,1,8,45,20,7,24,30,"[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[43, 9, 1, 8, 45, 20, 7]","[3, 12, 17, 23, 15, 9, 29]","[1, 7, 10, 12, 13, 16, 19]"
31,640,20060523,23,34,27,17,40,32,2,3,25,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,45,14,4,33,19,20,3,12,34,"[3, 12, 17, 23, 15, 9, 29]","[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[45, 14, 4, 33, 19, 20, 3]","[23, 34, 27, 17, 40, 32, 2]","[33, 40, 8, 19, 23, 24, 29]"
32,641,20060530,43,24,33,26,2,1,20,29,30,23,34,27,17,40,32,2,3,25,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,22,23,27,13,39,21,32,35,10,"[23, 34, 27, 17, 40, 32, 2]","[3, 12, 17, 23, 15, 9, 29]","[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[22, 23, 27, 13, 39, 21, 32]","[43, 24, 33, 26, 2, 1, 20]","[2, 36, 6, 41, 10, 45, 25]"
33,642,20060606,16,23,35,26,29,33,20,7,11,43,24,33,26,2,1,20,29,30,23,34,27,17,40,32,2,3,25,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,25,15,4,6,20,28,23,8,1,"[43, 24, 33, 26, 2, 1, 20]","[23, 34, 27, 17, 40, 32, 2]","[3, 12, 17, 23, 15, 9, 29]","[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[25, 15, 4, 6, 20, 28, 23]","[16, 23, 35, 26, 29, 33, 20]","[1, 35, 7, 9, 12, 13, 25]"
34,643,20060613,11,3,17,28,14,12,40,8,1,16,23,35,26,29,33,20,7,11,43,24,33,26,2,1,20,29,30,23,34,27,17,40,32,2,3,25,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,20,38,27,32,19,45,22,39,15,"[16, 23, 35, 26, 29, 33, 20]","[43, 24, 33, 26, 2, 1, 20]","[23, 34, 27, 17, 40, 32, 2]","[3, 12, 17, 23, 15, 9, 29]","[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[20, 38, 27, 32, 19, 45, 22]","[11, 3, 17, 28, 14, 12, 40]","[35, 4, 42, 12, 21, 23, 25]"
35,644,20060620,40,19,25,2,11,43,13,1,4,11,3,17,28,14,12,40,8,1,16,23,35,26,29,33,20,7,11,43,24,33,26,2,1,20,29,30,23,34,27,17,40,32,2,3,25,3,12,17,23,15,9,29,19,22,44,35,37,26,12,39,4,41,6,44,30,13,41,25,31,24,19,35,1,9,33,2,24,26,5,13,40,4,25,10,16,19,22,8,15,20,1,10,6,19,9,29,8,3,14,"[11, 3, 17, 28, 14, 12, 40]","[16, 23, 35, 26, 29, 33, 20]","[43, 24, 33, 26, 2, 1, 20]","[23, 34, 27, 17, 40, 32, 2]","[3, 12, 17, 23, 15, 9, 29]","[44, 35, 37, 26, 12, 39, 4]","[44, 30, 13, 41, 25, 31, 24]","[1, 9, 33, 2, 24, 26, 5]","[4, 25, 10, 16, 19, 22, 8]","[1, 10, 6, 19, 9, 29, 8]","[40, 19, 25, 2, 11, 43, 13]","[37, 38, 6, 40, 14, 17, 18]"
